pid,experimental_block,state,congressional_district,treatment_assignment,estimated_turnout_2018,clinton_votes_2016,trump_votes_2016,total_votes_2016,house_dem_votes_2018,house_rep_votes_2018,house_total_votes_2018,number_registered_voters,number_targets
5251,352,IL,14,Treatment,1476.42048,682,700,1482,756,706,1462,2127,369
5252,682,NV,4,Treatment,333.04704,357,179,577,304,129,450,852,412
5253,1314,WA,5,Treatment,462.62754,120,316,486,166,320,486,706,210
5254,726,NV,4,Treatment,395.77974,595,98,739,389,82,501,1677,1068
5255,1110,VA,10,Treatment,626.79423,429,270,762,441,232,673,1204,95
5256,836,OH,12,Treatment,809.31375,256,507,804,252,446,711,1024,509
5257,661,NV,4,Treatment,789.48774,721,473,1255,625,341,1023,1989,1030
5258,1031,PA,11,Treatment,1117.45863,440,841,1335,394,665,1059,1777,551
5259,440,IL,13,Treatment,102.45954,16,84,108,14,82,96,148,52
5260,1189,VA,10,Treatment,1092.27783,453,808,1340,380,667,1047,1984,375
5261,435,IL,13,Treatment,403.05663,993,287,1401,925,214,1139,1567,0
5262,590,MN,2,Control,1316.68365,954,501,1640,998,522,1523,1812,791
5263,1162,VA,2,Treatment,1561.32957,703,977,1800,670,794,1464,2700,1452
5264,622,MN,8,Treatment,582.82587,254,363,649,248,338,597,715,187
5265,941,PA,7,Control,1212.58839,653,756,1459,582,595,1217,1855,1
5266,935,PA,7,Control,590.16855,165,222,404,314,246,578,948,1
5267,600,MN,1,Treatment,391.89426,151,339,533,166,266,433,582,468
5268,976,PA,16,Treatment,469.78704,141,392,559,137,297,447,709,144
5269,748,NV,3,Treatment,662.5956,644,426,1130,610,320,965,1815,1723
5270,1130,VA,5,Treatment,448.92258,244,251,509,173,220,393,778,241
5271,550,MN,1,Treatment,764.82165,736,367,1310,789,253,1045,1456,1087
5272,1298,WA,3,Treatment,337.78779,74,233,328,88,253,341,451,216
5273,133,FL,18,Treatment,59.8431,34,34,68,35,26,61,85,36
5274,1094,PA,10,Treatment,870.53844,300,577,918,329,512,841,1180,58
5275,1184,VA,1,Treatment,1775.85141,684,1165,1981,624,1046,1670,2686,221
5276,1224,WA,3,Treatment,550.36302,277,291,647,356,285,641,1293,1260
5277,311,IL,6,Control,470.36883,245,221,494,222,185,407,785,321
5278,509,IL,14,Treatment,869.09235,463,501,1019,490,379,869,1500,541
5279,991,PA,7,Treatment,600.25893,538,280,870,515,155,696,1536,2
5280,545,MN,8,Treatment,74.47815,13,76,92,16,60,79,108,14
5281,942,PA,11,Treatment,370.9524,428,119,592,402,80,482,931,19
5282,1257,WA,5,Control,623.21835,354,200,592,401,229,630,744,164
5283,1075,PA,11,Treatment,306.68847,113,249,380,114,183,297,544,149
5284,470,IL,6,Treatment,406.092,382,288,737,224,144,369,544,122
5285,1299,WA,5,Control,532.23336,234,259,562,308,308,616,1100,37
5286,1295,WA,5,Treatment,536.42199,258,257,559,281,261,542,777,49
5287,507,IL,14,Control,926.57088,330,544,908,330,491,821,1330,454
5288,343,IL,13,Treatment,241.85436,130,151,300,132,86,218,708,13
5289,1182,VA,1,Treatment,1539.20091,470,1186,1728,460,1049,1509,2542,251
5290,773,NV,3,Treatment,395.41854,198,300,517,226,265,509,784,729
5291,912,PA,16,Treatment,285.2061,237,136,394,205,73,282,828,254
5292,22,FL,18,Treatment,995.00796,404,598,1036,457,691,1151,1701,596
5293,137,FL,18,Treatment,1304.84661,685,840,1582,646,739,1400,2318,920
5294,719,NV,3,Treatment,378.82398,348,196,581,417,186,631,1185,1092
5295,255,FL,18,Treatment,985.69287,521,723,1294,458,635,1116,1920,703
5296,327,IL,14,Treatment,441.75663,249,164,444,262,136,398,683,356
5297,1227,WA,3,Control,807.98118,468,430,1002,518,409,927,1584,497
5298,242,FL,15,Treatment,854.74239,410,553,1040,507,518,1053,1380,316
5299,1114,VA,5,Control,1981.95342,425,1650,2187,425,1405,1830,3122,796
5300,398,IL,13,Control,867.16251,697,128,914,757,141,898,1355,0
5301,532,MN,8,Treatment,409.0332,273,182,520,249,154,444,587,195
5302,685,NV,3,Treatment,1561.5708,601,1008,1687,694,1022,1806,2533,1953
5303,427,IL,12,Treatment,553.28616,171,425,629,172,299,487,1074,979
5304,570,MN,1,Treatment,636.13641,248,459,803,270,430,701,912,407
5305,915,PA,10,Treatment,677.06553,396,372,833,402,279,684,1235,15
5306,1144,VA,5,Control,630.25014,142,563,730,126,425,551,1014,161
5307,460,IL,13,Control,496.70418,325,227,590,317,177,494,886,1
5308,1311,WA,5,Treatment,805.43085,335,496,910,383,508,891,1419,105
5309,1188,VA,7,Control,2602.79043,1034,1443,2718,1170,1294,2496,3786,1158
5310,469,IL,12,Treatment,399.97869,148,292,486,155,240,405,703,491
5311,623,MN,3,Treatment,1512.19347,479,1205,1826,503,1135,1640,1976,940
5312,426,IL,12,Treatment,565.12191,137,440,592,148,431,583,804,674
5313,492,IL,12,Treatment,343.03293,141,244,402,120,152,287,574,519
5314,565,MN,3,Control,1006.13937,620,681,1464,616,561,1184,1649,293
5315,1132,VA,1,Treatment,2344.27572,851,1337,2332,816,1300,2116,3346,382
5316,220,FL,15,Control,2431.01274,874,1897,2876,805,1642,2501,3617,609
5317,1099,VA,7,Treatment,2880.3765,940,1390,2555,1087,1413,2518,3652,1233
5318,871,OH,1,Treatment,599.56233,567,102,682,459,97,562,1029,765
5319,567,MN,1,Treatment,783.93816,303,586,1011,360,509,869,1049,497
5320,415,IL,12,Treatment,259.88727,114,172,307,111,128,248,556,388
5321,942,PA,7,Treatment,299.17938,315,121,447,238,99,347,723,1
5322,1120,VA,5,Treatment,583.23738,197,389,603,191,316,507,1065,294
5323,336,IL,13,Treatment,398.49906,202,214,447,199,190,389,793,1
5324,189,FL,15,Treatment,1477.3596,965,880,1915,907,717,1676,3313,1260
5325,808,OH,1,Treatment,619.85661,352,321,706,323,236,567,1263,1145
5326,1098,VA,1,Treatment,2440.44135,1534,1054,2753,1670,889,2559,5200,248
5327,662,NV,3,Treatment,1110.77127,538,742,1354,614,760,1404,1919,1724
5328,1142,VA,1,Treatment,1340.84277,714,465,1259,765,502,1267,2365,1101
5329,801,OH,1,Treatment,548.73117,482,125,640,421,110,541,1052,964
5330,870,OH,12,Treatment,708.19194,305,344,686,299,326,630,885,297
5331,1040,PA,10,Treatment,1026.59232,539,642,1229,522,454,976,1739,21
5332,522,IL,13,Treatment,970.15224,426,503,983,424,439,863,1304,2
5333,340,IL,6,Treatment,471.41373,226,180,456,211,217,428,621,9
5334,455,IL,14,Treatment,715.26888,285,351,675,312,330,642,948,382
5335,602,MN,3,Treatment,1467.17505,994,902,2086,969,868,1838,2332,1574
5336,1239,WA,5,Treatment,291.7077,92,158,287,112,173,285,437,153
5337,769,NV,4,Treatment,402.67866,762,67,872,538,63,624,1937,1333
5338,883,OH,12,Treatment,534.28833,254,293,600,264,227,505,970,227
5339,680,NV,4,Treatment,376.17432,71,374,474,68,341,421,636,300
5340,1124,VA,10,Treatment,1130.34831,786,427,1294,762,452,1214,2146,302
5341,640,MN,8,Treatment,431.32827,162,321,519,139,265,416,580,94
5342,962,PA,10,Treatment,541.89546,645,107,762,454,84,539,1200,6
5343,498,IL,6,Treatment,578.56887,330,190,552,319,199,518,889,49
5344,1113,VA,10,Treatment,1683.5016,765,548,1439,865,593,1458,2465,1345
5345,374,IL,12,Treatment,366.98049,402,7,411,275,6,288,678,581
5346,434,IL,6,Treatment,617.11407,310,335,689,281,304,585,923,225
5347,396,IL,13,Treatment,386.6259,184,264,469,159,183,342,921,2
5348,480,IL,12,Treatment,355.06605,152,231,404,132,181,317,532,388
5349,267,FL,15,Control,3855.82806,1474,3133,4782,1346,2520,3969,7243,2295
5350,174,FL,15,Treatment,2011.97688,1068,1334,2499,1030,1182,2273,4162,1578
5351,1325,WA,3,Treatment,446.80698,110,298,440,121,316,437,665,647
5352,1115,VA,7,Treatment,569.21637,205,381,610,198,334,535,906,225
5353,1242,WA,3,Treatment,97.23246,29,75,109,24,72,96,147,139
5354,870,OH,12,Treatment,806.58669,355,508,928,350,404,768,1213,385
5355,1117,VA,5,Treatment,368.17761,151,256,414,137,210,347,645,202
5356,1182,VA,1,Treatment,2074.63992,1182,992,2298,1154,872,2026,3784,224
5357,1157,VA,2,Treatment,1381.07529,584,623,1265,562,586,1148,2101,670
5358,1109,VA,5,Treatment,1189.509,419,841,1314,399,679,1078,2046,318
5359,1268,WA,5,Treatment,523.95027,166,332,542,191,335,526,746,271
5360,585,MN,8,Treatment,252.75486,137,148,310,148,140,294,341,160
5361,608,MN,2,Treatment,1809.93192,1104,1067,2430,1156,986,2147,2642,1475
5362,863,OH,12,Treatment,637.27419,429,329,795,420,243,680,1169,327
5363,1132,VA,1,Control,1729.39464,796,873,1773,834,814,1648,3030,1409
5364,413,IL,13,Treatment,524.65332,307,174,526,298,178,476,728,0
5365,437,IL,12,Treatment,255.07944,66,192,272,63,160,233,382,327
5366,1331,WA,3,Treatment,620.67705,124,473,637,159,459,618,946,754
5367,489,IL,14,Treatment,738.16122,238,484,761,269,381,650,1031,527
5368,347,IL,14,Treatment,688.76454,314,425,778,305,353,658,1159,350
5369,930,PA,10,Treatment,1023.52212,416,633,1090,426,536,963,1350,18
5370,648,MN,1,Treatment,95.25231,33,67,108,42,62,104,122,75
5371,45,FL,6,Treatment,2013.80352,691,1419,2172,744,1344,2124,2942,991
5372,865,OH,12,Treatment,680.95359,249,509,797,197,367,571,1119,192
5373,631,MN,8,Treatment,67.74564,32,42,81,286,289,605,91,32
5374,1252,WA,3,Treatment,1038.50547,625,466,1152,607,458,1065,1626,773
5375,983,PA,16,Treatment,621.15951,125,539,697,140,409,557,930,185
5376,1342,WA,3,Treatment,682.15458,265,431,746,287,419,706,1097,660
5377,387,IL,13,Treatment,426.18891,188,210,429,212,186,398,688,0
5378,549,MN,3,Treatment,1778.0199,1301,840,2334,1367,887,2259,2607,968
5379,886,OH,12,Treatment,749.65383,244,503,780,270,378,661,1136,224
5380,418,IL,12,Control,162.12591,99,77,196,76,63,146,460,382
5381,1251,WA,5,Treatment,89.98266,21,61,88,18,74,92,113,43
5382,292,FL,6,Treatment,2277.09897,1060,1703,2850,963,1441,2459,3770,909
5383,678,NV,4,Treatment,318.01209,549,59,633,436,36,482,1149,653
5384,248,FL,15,Treatment,808.48557,522,544,1127,477,485,978,1589,605
5385,1150,VA,5,Treatment,803.07273,220,615,879,230,496,726,1268,498
5386,422,IL,14,Treatment,712.79466,380,284,728,410,270,680,1027,296
5387,1256,WA,5,Treatment,378.8859,508,357,943,298,149,447,985,47
5388,1181,VA,7,Treatment,2529.29784,1676,1099,2955,1785,902,2726,4463,1939
5389,634,MN,8,Treatment,811.59576,240,700,996,249,532,802,1085,268
5390,174,FL,16,Treatment,2206.21089,1469,1270,2878,1408,1045,2494,4161,2073
5391,401,IL,12,Treatment,493.88811,175,364,584,176,231,435,1001,886
5392,432,IL,13,Treatment,424.38936,168,262,455,181,159,340,715,81
5393,362,IL,13,Treatment,465.42813,148,342,520,172,255,427,670,13
5394,451,IL,14,Treatment,609.09285,304,224,576,348,220,568,838,282
5395,1130,VA,7,Treatment,479.48397,202,290,526,225,235,468,812,272
5396,622,MN,8,Treatment,320.04771,132,190,351,168,183,362,406,161
5397,374,IL,12,Control,433.90182,369,105,483,300,78,393,947,762
5398,1162,VA,1,Treatment,1920.72873,391,1563,2042,358,1341,1699,2602,269
5399,916,PA,10,Treatment,635.34048,511,294,828,417,248,665,1276,8
5400,1311,WA,3,Control,843.80577,342,553,962,357,586,943,1416,1031
5401,364,IL,13,Control,488.42625,286,148,490,327,148,475,771,0
5402,1227,WA,3,Treatment,774.01677,623,442,1151,526,325,851,1620,1016
5403,640,MN,2,Treatment,261.54234,121,181,319,150,141,291,362,256
5404,451,IL,14,Treatment,613.28535,311,247,608,328,203,531,829,312
5405,470,IL,6,Treatment,362.24877,214,120,358,214,126,341,518,30
5406,129,FL,15,Treatment,300.25524,162,179,359,155,147,314,482,144
5407,139,FL,15,Treatment,494.93559,203,427,651,152,342,511,1074,382
5408,435,IL,13,Treatment,501.41526,753,44,888,733,52,785,1153,0
5409,1060,PA,16,Treatment,765.55308,256,562,832,246,468,716,1022,185
5410,856,OH,12,Treatment,749.3223,283,490,815,269,403,686,1222,218
5411,901,OH,1,Treatment,507.62919,295,317,651,248,221,483,1036,838
5412,1014,PA,16,Treatment,327.52326,68,331,418,74,229,308,524,100
5413,1330,WA,5,Treatment,602.8041,118,409,566,146,423,569,801,261
5414,526,IL,6,Treatment,531.80766,224,205,464,232,231,464,706,75
5415,1075,PA,11,Control,300.5958,81,289,397,101,232,333,536,342
5416,33,FL,6,Control,521.33028,252,304,584,250,277,540,825,659
5417,633,MN,8,Treatment,44.5179,19,35,58,19,25,49,59,8
5418,417,IL,13,Treatment,518.74125,132,360,519,133,346,479,683,18
5419,345,IL,13,Treatment,439.17921,232,280,537,228,225,453,772,0
5420,665,NV,3,Treatment,508.50897,235,426,716,224,285,570,1006,898
5421,34,FL,6,Control,305.22948,324,20,350,265,22,296,654,362
5422,1052,PA,16,Treatment,529.81719,295,302,622,342,196,540,950,203
5423,699,NV,3,Treatment,216.90189,131,117,251,131,89,233,333,321
5424,1328,WA,5,Treatment,557.54316,217,230,501,279,303,582,720,74
5425,420,IL,13,Treatment,454.29414,301,173,501,263,145,408,799,0
5426,257,FL,15,Control,3347.14494,2985,1885,5113,2756,1434,4273,8408,4400
5427,394,IL,13,Treatment,1693.09662,1047,662,1840,1094,640,1734,2929,0
5428,628,MN,1,Treatment,83.96223,30,68,112,34,48,82,120,117
5429,967,PA,10,Treatment,461.30142,284,366,699,230,214,446,1196,6
5430,473,IL,12,Treatment,521.14065,247,307,614,236,239,494,859,686
5431,841,OH,1,Treatment,473.50998,618,8,629,392,11,407,1331,1303
5432,379,IL,13,Treatment,253.14186,89,170,269,73,146,219,369,77
5433,1212,WA,5,Treatment,661.72614,374,244,679,454,232,686,1148,28
5434,555,MN,8,Treatment,245.2677,91,165,279,107,128,243,337,37
5435,746,NV,3,Treatment,638.163,287,521,870,307,401,762,1174,841
5436,1083,PA,16,Treatment,608.73939,374,325,738,411,173,594,999,208
5437,832,OH,1,Treatment,525.26994,215,362,604,186,322,515,759,464
5438,856,OH,12,Treatment,1001.69145,407,645,1106,381,487,877,1668,408
5439,1180,VA,10,Treatment,642.3555,640,237,941,576,224,800,1627,29
5440,796,OH,12,Treatment,1040.96421,467,576,1089,481,571,1061,1405,1326
5441,464,IL,14,Treatment,628.44672,283,370,705,305,321,626,1130,493
5442,1233,WA,3,Treatment,356.83851,148,180,374,165,195,360,643,623
5443,413,IL,14,Treatment,249.28992,102,120,238,75,70,145,359,74
5444,829,OH,12,Treatment,635.37531,150,516,696,147,423,576,883,166
5445,1200,WA,3,Control,226.29696,91,130,246,103,132,235,461,245
5446,778,NV,3,Treatment,543.07839,448,311,818,438,235,714,1316,1164
5447,1349,WA,3,Treatment,297.70491,104,192,319,103,219,322,459,435
5448,579,MN,1,Treatment,123.34335,30,93,144,34,78,112,160,135
5449,1248,WA,3,Control,202.21782,83,109,209,80,116,196,314,310
5450,1153,VA,10,Treatment,1976.61411,731,945,1801,767,1061,1828,2979,726
5451,875,OH,1,Treatment,652.83417,345,420,793,331,290,637,1117,615
5452,450,IL,6,Treatment,489.11382,270,189,489,277,165,442,728,180
5453,870,OH,12,Treatment,536.01822,270,366,675,252,260,521,914,281
5454,1009,PA,16,Treatment,265.095,284,157,460,190,78,275,996,212
5455,1066,PA,10,Treatment,443.66712,128,402,552,126,307,433,714,6
5456,567,MN,2,Treatment,813.40176,335,572,976,358,531,892,1061,934
5457,603,MN,3,Treatment,821.19981,893,303,1285,801,261,1071,1533,183
5458,880,OH,1,Treatment,500.48259,257,209,492,249,188,442,621,600
5459,486,IL,14,Treatment,747.6066,403,378,850,378,344,722,1248,209
5460,336,IL,13,Treatment,304.3884,176,172,358,111,140,251,753,3
5461,1209,WA,3,Control,388.49382,160,207,406,193,169,362,707,387
5462,1020,PA,7,Treatment,551.47113,404,297,732,349,223,602,1052,3
5463,1246,WA,5,Treatment,236.03775,82,135,235,89,147,236,355,94
5464,531,MN,3,Control,1246.2561,731,813,1682,727,787,1515,1881,1127
5465,1112,VA,5,Treatment,813.59139,152,721,892,133,622,755,1381,309
5466,400,IL,13,Treatment,642.71025,154,472,670,137,419,562,996,226
5467,325,IL,6,Treatment,463.23255,214,192,440,213,229,442,696,38
5468,666,NV,3,Treatment,222.02964,133,194,346,121,144,291,421,300
5469,658,MN,8,Control,260.97861,130,173,334,127,113,254,414,71
5470,496,IL,12,Treatment,865.94862,264,609,926,275,477,767,1286,1141
5471,1171,VA,2,Treatment,1853.56617,1040,810,1985,1025,770,1795,3589,1341
5472,1337,WA,5,Treatment,694.22769,237,387,673,270,451,721,949,78
5473,551,MN,1,Treatment,153.31908,49,135,194,60,80,140,214,162
5474,644,MN,8,Treatment,1128.95382,807,569,1492,772,421,1258,1621,430
5475,1219,WA,3,Treatment,490.85016,239,291,567,233,278,511,803,450
5476,82,FL,6,Treatment,1260.39837,546,918,1527,559,767,1356,2236,495
5477,420,IL,13,Treatment,418.0761,446,227,752,385,168,553,1044,0
5478,1086,PA,7,Treatment,716.38989,377,564,977,361,329,720,1424,0
5479,1337,WA,5,Treatment,640.49016,269,346,671,280,345,625,832,95
5480,1095,VA,5,Treatment,709.47162,221,573,822,187,478,665,1195,412
5481,591,MN,2,Treatment,1409.1444,1012,913,2096,921,767,1689,2201,781
5482,1182,VA,10,Treatment,1430.96862,659,999,1796,615,769,1384,2952,269
5483,736,NV,3,Treatment,300.93636,211,214,453,227,160,402,636,511
5484,750,NV,4,Treatment,784.92372,625,527,1262,641,433,1116,1899,837
5485,869,OH,1,Control,812.64711,319,525,883,310,451,772,1236,705
5486,355,IL,13,Treatment,597.79503,307,276,618,276,269,545,814,0
5487,914,PA,11,Treatment,1476.31986,464,1174,1711,462,942,1404,2308,890
5488,1162,VA,2,Treatment,2203.77021,679,1362,2172,724,1255,1979,3412,2023
5489,437,IL,12,Treatment,391.01061,96,287,410,87,273,367,542,488
5490,579,MN,1,Treatment,99.34806,35,73,118,46,59,105,125,109
5491,1086,PA,7,Treatment,601.3206,179,283,482,387,273,669,1191,0
5492,588,MN,2,Treatment,346.33791,126,268,414,133,220,353,459,416
5493,652,MN,8,Control,73.58418,34,67,103,26,52,80,114,81
5494,86,FL,6,Treatment,1474.19007,676,1000,1770,685,833,1546,2625,1054
5495,482,IL,14,Control,329.18091,168,204,400,147,127,274,672,479
5496,728,NV,4,Treatment,624.60768,199,515,768,174,423,664,1163,833
5497,502,IL,6,Treatment,269.7906,139,114,288,144,96,240,479,232
5498,1150,VA,2,Treatment,670.69293,175,553,750,149,452,601,1127,694
5499,1192,VA,7,Treatment,2818.35588,1238,1389,2805,1362,1306,2689,4313,1559
5500,852,OH,12,Control,651.33777,500,144,671,504,135,643,810,658
5501,927,PA,11,Treatment,1016.73543,478,590,1102,491,523,1014,1359,24
5502,365,IL,6,Treatment,819.80403,432,410,898,370,394,764,1332,123
5503,573,MN,1,Treatment,522.32229,198,439,677,239,350,589,716,266
5504,480,IL,12,Treatment,416.42361,172,261,463,157,204,372,600,475
5505,418,IL,13,Treatment,501.8745,312,294,649,274,242,516,905,0
5506,578,MN,1,Control,185.98188,62,166,236,67,136,205,275,174
5507,629,MN,2,Treatment,1010.82723,728,467,1318,721,480,1202,1469,420
5508,395,IL,13,Treatment,494.76918,250,224,511,238,216,454,867,3
5509,736,NV,3,Treatment,330.77148,225,224,477,234,179,433,739,618
5510,561,MN,8,Treatment,74.2653,4,90,96,9,63,74,95,85
5511,957,PA,16,Treatment,527.82801,183,372,574,206,288,499,726,128
5512,1195,VA,10,Control,2734.17435,1498,917,2657,1613,945,2558,4195,810
5513,496,IL,12,Control,806.5854,244,661,941,233,492,748,1310,1110
5514,488,IL,13,Treatment,669.82605,230,430,707,220,373,594,1003,0
5515,639,MN,1,Treatment,309.49293,133,229,416,166,191,359,456,268
5516,1146,VA,7,Treatment,2097.2562,999,1104,2289,1102,1020,2147,3177,1150
5517,327,IL,6,Treatment,600.43179,365,222,639,341,208,549,944,177
5518,701,NV,3,Treatment,532.41267,411,348,809,390,252,681,1154,965
5519,1333,WA,3,Treatment,654.18996,343,317,709,363,371,734,1097,820
5520,697,NV,4,Treatment,124.14186,71,100,185,63,63,132,243,137
5521,897,OH,12,Treatment,824.86986,332,442,818,336,412,757,1024,727
5522,962,PA,10,Treatment,421.23918,457,88,569,412,68,480,889,25
5523,1201,WA,5,Treatment,754.84608,465,281,820,518,282,800,1062,112
5524,1293,WA,5,Treatment,828.54378,275,482,842,330,513,843,1241,109
5525,516,IL,13,Treatment,570.00069,82,170,264,93,135,228,908,77
5526,318,IL,12,Treatment,569.05383,212,402,664,209,356,576,968,825
5527,319,IL,13,Treatment,523.18917,184,351,566,145,349,494,862,158
5528,574,MN,2,Control,1146.15984,819,490,1415,881,443,1326,1575,676
5529,395,IL,13,Treatment,327.83028,197,157,388,201,132,333,689,0
5530,546,MN,1,Control,1182.43851,1102,419,1651,1103,354,1458,1703,917
5531,583,MN,3,Treatment,986.64747,587,619,1321,612,567,1180,1451,562
5532,193,FL,6,Treatment,2844.99438,906,1159,2130,1363,1563,3009,5056,2739
5533,900,OH,1,Treatment,517.21389,181,328,527,174,287,472,691,689
5534,753,NV,4,Treatment,1070.51424,505,783,1352,520,706,1255,1748,800
5535,1229,WA,3,Treatment,854.19543,486,390,962,549,406,955,1538,842
5536,772,NV,3,Treatment,658.71786,671,427,1154,585,268,895,1786,1690
5537,98,FL,16,Treatment,1027.68366,469,664,1181,400,619,1033,1389,451
5538,824,OH,1,Treatment,502.23054,107,440,565,94,404,503,722,653
5539,312,IL,6,Treatment,711.9639,365,389,798,339,316,655,1271,444
5540,801,OH,1,Treatment,648.70101,520,166,709,467,145,616,889,648
5541,312,IL,14,Control,828.60957,456,473,976,443,337,780,1467,340
5542,1126,VA,5,Treatment,1717.73304,604,1234,1966,645,1038,1683,3048,757
5543,1057,PA,16,Treatment,365.6892,87,313,419,95,243,342,504,100
5544,1353,WA,5,Treatment,962.88696,334,549,949,382,584,966,1322,407
5545,543,MN,2,Treatment,1504.53603,884,1120,2196,964,936,1904,2530,1611
5546,979,PA,10,Treatment,252.44784,390,55,459,204,37,241,932,20
5547,995,PA,10,Treatment,1024.99272,403,634,1083,442,539,981,1397,26
5548,428,IL,13,Treatment,266.79264,274,76,384,253,91,348,925,0
5549,1164,VA,5,Treatment,1767.39546,694,1116,1944,756,954,1710,2829,1305
5550,971,PA,11,Treatment,1627.30146,389,1353,1812,404,1169,1573,2204,1766
5551,426,IL,13,Treatment,1580.47962,450,1223,1780,406,1010,1417,2623,41
5552,1238,WA,3,Treatment,45.95625,18,22,43,20,22,42,71,71
5553,1127,VA,2,Treatment,1858.51848,820,1082,2053,843,917,1760,3325,1235
5554,596,MN,2,Treatment,1441.02546,754,966,1923,837,804,1645,2206,1053
5555,1271,WA,5,Treatment,231.15639,115,107,252,128,124,252,401,104
5556,1257,WA,5,Treatment,510.4659,356,117,510,394,144,538,637,42
5557,1144,VA,5,Treatment,534.86109,117,473,616,108,411,519,886,148
5558,1166,VA,1,Treatment,1797.51696,898,571,1587,985,636,1621,3087,184
5559,481,IL,12,Control,409.22928,125,275,420,138,226,368,643,608
5560,550,MN,1,Treatment,621.78516,397,327,812,455,270,727,880,413
5561,1330,WA,5,Treatment,604.82811,150,404,614,155,437,592,859,271
5562,995,PA,10,Treatment,909.93633,317,586,944,351,550,903,1271,63
5563,1309,WA,3,Treatment,965.68755,250,679,1017,294,738,1032,1483,1160
5564,613,MN,8,Treatment,116.99526,43,96,147,44,70,120,164,25
5565,583,MN,3,Treatment,947.35407,547,575,1253,577,561,1139,1354,358
5566,370,IL,12,Treatment,246.6351,103,159,289,107,115,230,460,392
5567,1340,WA,5,Treatment,532.99059,405,166,637,486,147,633,1087,21
5568,1203,WA,5,Treatment,264.13524,73,104,195,149,156,305,467,56
5569,339,IL,6,Treatment,424.68864,232,178,441,211,162,374,624,213
5570,552,MN,8,Treatment,123.33174,56,68,140,63,49,127,200,48
5571,1273,WA,5,Treatment,298.90461,323,508,911,108,199,307,386,42
5572,1005,PA,16,Treatment,497.21631,146,381,556,150,286,441,690,184
5573,188,FL,18,Treatment,671.0838,354,449,820,332,425,766,1067,416
5574,605,MN,2,Treatment,353.40195,127,283,432,135,264,400,504,463
5575,1115,VA,7,Treatment,693.07443,284,441,777,282,368,659,1024,295
5576,867,OH,1,Treatment,502.51305,82,425,527,75,357,439,666,559
5577,329,IL,13,Treatment,209.07288,178,238,449,77,107,184,314,2
5578,442,IL,12,Treatment,564.10023,395,95,546,402,106,525,701,623
5579,821,OH,12,Treatment,402.4413,219,138,372,215,161,378,459,434
5580,1343,WA,5,Treatment,479.96514,198,252,496,222,249,471,637,57
5581,1159,VA,2,Control,1015.00425,862,424,1368,789,319,1108,2544,1287
5582,526,IL,6,Treatment,343.65342,310,293,669,143,158,301,478,18
5583,667,NV,4,Treatment,266.80812,79,258,368,80,161,263,540,304
5584,718,NV,4,Treatment,838.47936,491,625,1178,466,574,1075,1608,563
5585,950,PA,16,Treatment,891.60672,366,532,957,425,404,838,1331,210
5586,434,IL,14,Treatment,745.38522,335,324,717,347,324,671,1142,336
5587,1241,WA,5,Treatment,288.05184,62,197,275,78,205,283,369,131
5588,992,PA,10,Control,789.2349,658,204,889,634,164,798,1204,28
5589,226,FL,16,Treatment,3717.19563,1885,2256,4273,1778,2169,3983,5161,1477
5590,742,NV,4,Treatment,642.88569,444,402,884,385,330,742,1082,535
5591,544,MN,8,Treatment,59.67282,33,45,83,32,31,68,84,62
5592,315,IL,13,Treatment,219.14391,81,131,237,100,94,194,385,30
5593,813,OH,1,Treatment,711.48144,201,569,806,208,460,681,1003,526
5594,220,FL,15,Treatment,2069.60376,688,1486,2281,682,1323,2057,2816,472
5595,294,FL,18,Treatment,1796.03217,723,1272,2074,610,1163,1793,2823,1133
5596,903,OH,12,Treatment,485.31735,277,218,522,273,216,498,689,633
5597,1135,VA,1,Treatment,1678.89372,481,1072,1645,482,1074,1556,2271,243
5598,221,FL,18,Treatment,48.64719,41,19,63,31,16,48,89,28
5599,185,FL,18,Control,2956.2156,925,1972,2975,992,2073,3084,4114,1467
5600,914,PA,11,Treatment,1678.1223,461,1374,1940,503,1046,1549,2494,1359
5601,459,IL,6,Treatment,452.34624,227,204,474,222,192,414,780,383
5602,881,OH,12,Treatment,783.76014,418,462,917,421,436,866,1280,1141
5603,1024,PA,7,Treatment,844.90098,403,549,981,385,428,831,1214,1
5604,530,MN,3,Control,317.13876,270,161,471,255,154,409,527,106
5605,921,PA,7,Treatment,598.09947,468,386,896,456,276,756,1202,2
5606,996,PA,7,Treatment,994.59645,518,702,1273,473,524,1030,1660,0
5607,653,MN,1,Treatment,45.78339,14,56,72,15,46,61,80,63
5608,1022,PA,7,Treatment,1303.158,728,706,1487,743,566,1341,2006,3
5609,569,MN,3,Treatment,1201.87881,877,604,1659,837,552,1393,1768,471
5610,584,MN,1,Treatment,109.98153,36,101,147,38,87,125,140,109
5611,1086,PA,16,Treatment,544.20585,197,416,635,220,289,512,859,176
5612,899,OH,12,Treatment,752.70984,140,534,707,152,482,652,977,346
5613,926,PA,16,Treatment,422.35116,256,233,507,249,152,401,714,186
5614,510,IL,6,Treatment,776.05626,292,433,769,297,389,686,1129,48
5615,1092,PA,10,Treatment,723.68742,602,203,853,557,172,729,1524,57
5616,1119,VA,2,Treatment,1344.48057,845,585,1524,800,487,1287,2646,1213
5617,565,MN,3,Treatment,1112.5089,668,599,1391,693,577,1277,1704,376
